"","BIOME","ISO_A3","carbon_potential","potential_value","CP"
"1170",13,"GHA",252166.221705882,52,"crop"
"1171",13,"GIN",449789.115529412,65,"crop"
"1172",13,"GNQ",3.5325,87.5,"crop"
"1173",13,"GRD",1978.62776470588,25,"crop"
"1174",13,"GTM",20016322.1103529,55,"crop"
"1175",13,"GUY",784871.557588235,19,"crop"
"1176",13,"HKG",549397.027058824,108,"crop"
"1177",13,"HND",6977479.29652941,60,"crop"
"1178",13,"HTI",20645196.1851176,66,"crop"
"1179",13,"IDN",267771699.418588,56,"crop"
"1180",13,"IND",3408360014.21153,108,"crop"
"1181",13,"JAM",3216407.65658824,62,"crop"
"1182",13,"JPN",65819.7370588235,28,"crop"
"1183",13,"KEN",15833469.111,63,"crop"
"1184",13,"KHM",74053088.6013529,70,"crop"
"1185",13,"KNA",2064.38541176471,39,"crop"
"1186",13,"LAO",40389552.7057059,105,"crop"
"1187",13,"LBR",159.84,71,"crop"
"1188",13,"LCA",5500.22735294118,60,"crop"
"1189",13,"LKA",1202812.11617647,79,"crop"
"1190",13,"MAC",18394.5354705882,97,"crop"
"1191",13,"MDG",13022964.9951176,59,"crop"
"1192",13,"MEX",129240867.223412,48,"crop"
"1193",13,"MMR",477029613.806294,90,"crop"
"1194",13,"MOZ",5671418.75876471,37,"crop"
"1195",13,"MSR",332.532705882353,15,"crop"
"1196",13,"MWI",1328.745,69,"crop"
"1197",13,"MYS",25079566.3187647,37,"crop"
"1198",13,"NCL",67600.851,109,"crop"
"1199",13,"NGA",495629.236941177,52,"crop"
"1200",13,"NIC",27618844.5608823,60,"crop"
"1201",13,"NPL",9009705.54405882,45,"crop"
"1202",13,"PAN",22148841.6072353,66,"crop"
"1203",13,"PER",9956405.86852941,37,"crop"
"1204",13,"PHL",155655096.121588,74,"crop"
"1205",13,"PLW",263.475,99.5,"crop"
"1206",13,"PNG",5034838.89529412,91,"crop"
"1207",13,"PRI",4696971.45917647,63,"crop"
"1208",13,"PRY",75366409.3519411,42,"crop"
"1209",13,"RWA",974188.442117647,65,"crop"
"1210",13,"SLB",398428.796823529,66,"crop"
"1211",13,"SLE",335.745,66,"crop"
"1212",13,"SLV",283532.111823529,85,"crop"
"1213",13,"SOM",3759582.59911764,16,"crop"
"1214",13,"SSD",1464.41894117647,38,"crop"
"1215",13,"SUR",232227.834882353,38,"crop"
"1216",13,"SWZ",201523.931647059,30,"crop"
"1217",13,"TGO",16195.7754705882,50,"crop"
"1218",13,"THA",316424721.766412,91,"crop"
"1219",13,"TTO",79381.4084117647,26,"crop"
"1220",13,"TWN",21548220.5694706,79,"crop"
"1221",13,"TZA",1888986.987,56,"crop"
"1222",13,"UGA",142721.742352941,62,"crop"
"1223",13,"URY",2290.26547058824,44,"crop"
"1224",13,"USA",671078.005764706,28,"crop"
"1225",13,"VCT",606.847941176471,28,"crop"
"1226",13,"VEN",4758279.47611765,25,"crop"
"1227",13,"VGB",290.427529411765,89,"crop"
"1228",13,"VIR",1775.84752941176,43,"crop"
"1229",13,"VNM",138674130.871588,57,"crop"
"1230",13,"VUT",1309.41564705882,15,"crop"
"1231",13,"ZAF",1274737.62017647,57,"crop"
"1232",13,"ZWE",10102.7059411765,56,"crop"
"1233",14,"",51512.5574117647,19,"crop"
"1234",14,"NOR",668341.891941176,19,"crop"
"1235",14,"RUS",213306.277764706,34,"crop"
"1236",14,"SWE",5430.40623529412,36,"crop"
